text_index,brand,keyword_found,text
4501,twitter,x,Great service and excellent quality! 👏
4503,twitter,x,Terrible experience! Waste of money! 😡
4506,twitter,x,Great service and excellent quality! 👏
4513,twitter,x,This is exactly what I was looking for! Perfect!
4519,twitter,x,Exceeded my expectations! Amazing product!
4525,twitter,x,Fantastic experience with customer support!
4526,twitter,x,Average experience overall.
4534,twitter,x,Average experience overall.
4544,twitter,x,"Standard product, nothing extraordinary."
4546,twitter,x,Average experience overall.
4550,twitter,x,Fantastic experience with customer support!
4552,twitter,x,Terrible experience! Waste of money! 😡
4554,twitter,x,"Standard product, nothing extraordinary."
4555,twitter,x,Fantastic experience with customer support!
4558,twitter,x,Exceeded my expectations! Amazing product!
4561,twitter,x,This is exactly what I was looking for! Perfect!
4564,twitter,x,"Standard product, nothing extraordinary."
4566,twitter,x,Fantastic experience with customer support!
4569,twitter,x,Great service and excellent quality! 👏
4572,twitter,x,Terrible experience! Waste of money! 😡
4575,twitter,x,Great service and excellent quality! 👏
4582,twitter,x,Great service and excellent quality! 👏
4585,twitter,x,Terrible experience! Waste of money! 😡
4587,twitter,x,Great service and excellent quality! 👏
4589,twitter,x,"Average quality, meets basic expectations."
4590,twitter,x,"Standard product, nothing extraordinary."
4593,twitter,x,Average experience overall.
4594,twitter,x,Great service and excellent quality! 👏
4595,twitter,x,"Standard product, nothing extraordinary."
4596,twitter,x,Great service and excellent quality! 👏
4599,twitter,x,Fantastic experience with customer support!
4600,twitter,x,Exceeded my expectations! Amazing product!
4613,twitter,x,Terrible experience! Waste of money! 😡
4614,twitter,x,"Standard product, nothing extraordinary."
4615,twitter,x,Terrible experience! Waste of money! 😡
4620,twitter,x,Average experience overall.
4627,twitter,x,Great service and excellent quality! 👏
4629,twitter,x,Average experience overall.
4631,twitter,x,"Average quality, meets basic expectations."
4632,twitter,x,"Standard product, nothing extraordinary."
4637,twitter,x,Great service and excellent quality! 👏
4640,twitter,x,Fantastic experience with customer support!
4643,twitter,x,Great service and excellent quality! 👏
4644,twitter,x,"Average quality, meets basic expectations."
4648,twitter,x,"Average quality, meets basic expectations."
4649,twitter,x,"Standard product, nothing extraordinary."
4651,twitter,x,"Average quality, meets basic expectations."
4652,twitter,x,"Average quality, meets basic expectations."
4653,twitter,x,Average experience overall.
4665,twitter,x,This is exactly what I was looking for! Perfect!
4666,twitter,x,Average experience overall.
4669,twitter,x,Great service and excellent quality! 👏
4673,twitter,x,Fantastic experience with customer support!
4674,twitter,x,Terrible experience! Waste of money! 😡
4684,twitter,x,Great service and excellent quality! 👏
4688,twitter,x,Exceeded my expectations! Amazing product!
4690,twitter,x,Exceeded my expectations! Amazing product!
4704,twitter,x,Average experience overall.
4706,twitter,x,Average experience overall.
4707,twitter,x,Terrible experience! Waste of money! 😡
4709,twitter,x,Terrible experience! Waste of money! 😡
4712,twitter,x,Great service and excellent quality! 👏
4717,twitter,x,"Standard product, nothing extraordinary."
4719,twitter,x,Fantastic experience with customer support!
4722,twitter,x,This is exactly what I was looking for! Perfect!
4728,twitter,x,"Standard product, nothing extraordinary."
4729,twitter,x,Great service and excellent quality! 👏
4731,twitter,x,Average experience overall.
4734,twitter,x,"Standard product, nothing extraordinary."
4736,twitter,x,This is exactly what I was looking for! Perfect!
4737,twitter,x,Average experience overall.
4739,twitter,x,Great service and excellent quality! 👏
4743,twitter,x,Average experience overall.
4745,twitter,x,Average experience overall.
4747,twitter,x,Average experience overall.
4750,twitter,x,"Standard product, nothing extraordinary."
4753,twitter,x,Exceeded my expectations! Amazing product!
4756,twitter,x,Average experience overall.
4759,twitter,x,Average experience overall.
4761,twitter,x,Terrible experience! Waste of money! 😡
4763,twitter,x,Great service and excellent quality! 👏
4764,twitter,x,Terrible experience! Waste of money! 😡
4768,twitter,x,Average experience overall.
4769,twitter,x,Exceeded my expectations! Amazing product!
4773,twitter,x,Average experience overall.
4776,twitter,x,Average experience overall.
4781,twitter,x,Terrible experience! Waste of money! 😡
4784,twitter,x,"Standard product, nothing extraordinary."
4808,twitter,x,Fantastic experience with customer support!
4811,twitter,x,"Standard product, nothing extraordinary."
4823,twitter,x,"Standard product, nothing extraordinary."
4825,twitter,x,Terrible experience! Waste of money! 😡
4826,twitter,x,This is exactly what I was looking for! Perfect!
4832,twitter,x,This is exactly what I was looking for! Perfect!
4834,twitter,x,Average experience overall.
4840,twitter,x,Fantastic experience with customer support!
4841,twitter,x,"Average quality, meets basic expectations."
4848,twitter,x,"Standard product, nothing extraordinary."
4854,twitter,x,Average experience overall.
4855,twitter,x,Average experience overall.
4856,twitter,x,Average experience overall.
4860,twitter,x,Average experience overall.
4865,twitter,x,This is exactly what I was looking for! Perfect!
4866,twitter,x,Great service and excellent quality! 👏
4868,twitter,x,"Average quality, meets basic expectations."
4873,twitter,x,Terrible experience! Waste of money! 😡
4878,twitter,x,Great service and excellent quality! 👏
4887,twitter,x,This is exactly what I was looking for! Perfect!
4888,twitter,x,This is exactly what I was looking for! Perfect!
4892,twitter,x,This is exactly what I was looking for! Perfect!
4893,twitter,x,Fantastic experience with customer support!
4903,twitter,x,Terrible experience! Waste of money! 😡
4907,twitter,x,Terrible experience! Waste of money! 😡
4908,twitter,x,"Standard product, nothing extraordinary."
4911,twitter,x,Fantastic experience with customer support!
4912,twitter,x,Exceeded my expectations! Amazing product!
4917,twitter,x,"Average quality, meets basic expectations."
4921,twitter,x,"Average quality, meets basic expectations."
4922,twitter,x,"Standard product, nothing extraordinary."
4923,twitter,x,Average experience overall.
4927,twitter,x,Fantastic experience with customer support!
4933,twitter,x,Great service and excellent quality! 👏
4934,twitter,x,Terrible experience! Waste of money! 😡
4936,twitter,x,Fantastic experience with customer support!
4937,twitter,x,"Standard product, nothing extraordinary."
4940,twitter,x,Terrible experience! Waste of money! 😡
4944,twitter,x,"Average quality, meets basic expectations."
4946,twitter,x,Terrible experience! Waste of money! 😡
4952,twitter,x,Exceeded my expectations! Amazing product!
4953,twitter,x,This is exactly what I was looking for! Perfect!
4963,twitter,x,This is exactly what I was looking for! Perfect!
4967,twitter,x,Exceeded my expectations! Amazing product!
4970,twitter,x,Average experience overall.
4980,twitter,x,Fantastic experience with customer support!
4984,twitter,x,Average experience overall.
4986,twitter,x,Exceeded my expectations! Amazing product!
4995,twitter,x,"Average quality, meets basic expectations."
4996,twitter,x,Exceeded my expectations! Amazing product!
4998,twitter,x,"Standard product, nothing extraordinary."
4999,twitter,x,Great service and excellent quality! 👏
